frequency,mean_velocity,standard_deviation
1.0,9.006613856527865,0.0
1.5,13.076108668851656,0.0
4.0,14.197322337839058,0.0
5.5,11.310603040031904,0.0
6.5,8.196947020761797,0.0
7.0,13.412910918059067,0.0
8.0,12.31665641889844,0.5171374643900685
8.5,15.880829729441796,0.0
9.0,10.171063842779816,0.0
