frequency,mean_velocity,standard_deviation
1.5,13.679053139118858,0.0
3.5,14.54619009889196,0.0
5.5,14.655785068302098,0.0
6.0,9.77891997563788,1.3994837842074732
7.0,12.205432982663599,1.8822997396888885
8.0,16.066235168061308,0.0
9.0,12.481612291663197,3.697124753965259
